Year,Title,Country,Director,Studio,Animation technique,Notes,Type,Release date,Duration
2015,Space Forces 2911 Uzay Kuvvetleri 2911,Turkey,Şahin Michael Derun,Animaj,CG animation,[ 158 ],,"April 20, 2015",91 minutes
2015,The SpongeBob Movie: Sponge Out of Water,United States,"Paul Tibbitt , Mike Mitchell","Paramount Pictures , Paramount Animation , Nickelodeon Movies",Traditional/CGI animation/Live-Action,[ 159 ] [ 160 ],,"January 28, 2015 (Belgium) [ 161 ] [ 162 ] February 6, 2015 (United States)",92 minutes [ 163 ]
2015,Strange Magic,United States,Gary Rydstrom,"Lucasfilm , Lucasfilm Animation , Industrial Light & Magic",CGI animation,[ 164 ],,"January 23, 2015",99 minutes [ 165 ] [ 166 ]
2015,Tamayura: Sotsugyō Shashin Dai-1-bu -Kizashi-,Japan,Junichi Sato,TYO Animations,Traditional,[ 167 ],,"April 4, 2015",52 minutes (Part 1) [ 168 ]
2015,Tamayura: Sotsugyō Shashin Dai-2-bu -Hibiki-,Japan,Junichi Sato,TYO Animations,Traditional,[ 167 ],,"August 29, 2015",52 minutes (Part 2) [ 169 ]
2015,Tamayura 3,Japan,Junichi Sato,TYO Animations,Traditional,[ 167 ],,"November 28, 2015",51 minutes (Part 3) [ 170 ]
2015,Ted 2,United States,Seth MacFarlane,Universal Pictures,Live-Action-CGI,,,"June 26, 2015",115 minutes
2015,Teenage Mao Zedong 少年毛泽东,China,Lei Junlin,,CG animation,[ 171 ],,"April 30, 2015",76 minutes
2015,Thomas & Friends: Sodor's Legend of the Lost Treasure,United States,David Stoten,"Arc Productions , HiT Entertainment",CG animation,[ 172 ],,"July 17, 2015 ( United Kingdom ) [ 173 ] September 8, 2015 ( United States )",60 minutes (UK) 63 minutes (US)
2015,Three Heroes. Horse Course Три богатыря. Ход конём,Russia,Konstantin Feoktisov,"CTB Film Company, Melnitsa Animation Studio",Traditional,[ 174 ] [1],,"January 1, 2015",74 minutes
2015,The Three Pigs and the Lamp 三只小猪与神灯,China,Wei Liu,Mili Pictures,CG animation,[ 175 ],,"July 4, 2015",80 minutes
2015,Tom and Jerry: Spy Quest,United States,"Spike Brandt , Tony Cervone","Warner Bros. Animation , Hanna-Barbera , Turner Entertainment",Traditional,[ 176 ],Direct-to-Video,"June 9, 2015 (Digital) June 23, 2015 (DVD)",73 minutes
2015,Top Cat Begins,Mexico India,Andres Couturier,Ánima Estudios,CG animation,[ 177 ],,"October 30, 2015 [ 178 ]",90 minutes [ 179 ]
2015,"Trenk, the Little Knight Ritter Trenk",Germany Austria,Anthony Power,"Blue Eyes Fiction, WunderWerk, Dor Film Produktionsgesellschaft",Traditional,[ 180 ],,"November 5, 2015",75 minutes
2015,Two Buddies and a Badger Knutsen & Ludvigsen og den fæle Rasputin,Norway,Rasmus A. Sivertsen Rune Spaans,Tordenfilm AS Qvisten Animation Neofilm Atmo Media Network Film Fund FUZZ,CG animation,[ 181 ],,"September 20, 2015 ( Trondheim ) September 25, 2015 (Norway)",75 minutes
2015,UFO Gakuen no Himitsu,Japan,Isamu Imakake,IRH Press Co.,Traditional,[ 8 ],,"October 10, 2015",125 minutes
2015,VeggieTales: Noah's Ark,United States,Mike Nawrocki,Big Idea Productions,CG animation,,Direct-to-Video,"March 3, 2015 [ 182 ]",50 minutes
2015,"Wake Up, Girls! Beyond the Bottom",Japan,Yutaka Yamamoto,Ordet,Traditional,[ 183 ],,"December 11, 2015",53 minutes
2015,"Wake Up, Girls! The Shadow of Youth",Japan,Yutaka Yamamoto,Ordet,Traditional,[ 184 ],,"September 25, 2015",55 minutes
2015,When Black Birds Fly,United States,Jimmy ScreamerClauz,Draconian Films,CG animation,[ 185 ],,"November 13, 2015 (Housecore) January 15, 2016",95 minutes
2015,Where's the Dragon? 龙在哪里？,China,Sing-Choong Foo,Beijing Dedao Education Investment Beijing Duobaoshu Entertainment Hongkong Longzai Nali Caihong Engineering [ 21 ] 北京星美影视发行有限公司 [ 21 ],CG animation,[ 186 ],,"October 23, 2015",97 minutes
2015,Wicked Flying Monkeys,Mexico India,Albert Mar,Ánima Estudios,CG animation,[ 187 ],,"April 10, 2015 [ 188 ]",86 minutes
2015,The Winner,China,Dai Mao,,,[ 189 ],,"December 12, 2015",85 minutes
2015,Xinnian is Coming – Uproar of Chuxi,China,"Yu Mingliang, Yang Xiaojun, Liang Donglong","Tianjin Binhai Xinqu Guoshi Jingwei Media Co., Ltd Beijing Guoshi Jingwei Science And Technology Co., Ltd Lasai Guoshi Jingwei Media Co., Ltd Chengdu Guoshi Jingwei Media Co., Ltd Tibet Audio-Video Publishing House",Flash animation,[ 190 ],,"February 19, 2015",80 minutes
2015,Xi You Xin Chuan 2: Zhen Xin Hua Da Mao Xian,China,Chang Liu,,,[ 191 ],,"July 3, 2015",80 minutes
2015,Yoko and His Friends,Spain Russia,"Iñigo Berasategui, Alexey Medvedev, Juanjo Elordi, Rishat Gilmetdinov",Dibulitoon Studio( es ) Somuga Wizart Animation Yokoren Kluba,CG animation,[ 192 ],,"September 13, 2015",80 minutes
2015,Yowamushi Pedal Re: ROAD,Japan,Osamu Nabeshima,TMS/8PAN,Traditional,,,"June 12, 2015",89 minutes
2015,Yowamushi Pedal: The Movie,Japan,Norihiro Naganuma,TMS/8PAN,Traditional,,,"August 28, 2015",90 minutes
